id,lat,lon,elevation,timestamp
yl2,51.74045111,-115.5731347,1589,5/15/03 0:00
yl2,51.73801944,-115.5770956,1603,5/15/03 12:00
yl2,51.75373667,-115.5537272,1644,5/16/03 12:00
yl2,51.74648639,-115.5467608,1628,5/16/03 20:00
yl2,51.74252917,-115.5430047,1607,5/16/03 22:00
yl2,51.74895,-115.5490192,1647,5/16/03 18:00
yl2,51.75295722,-115.5502403,1644,5/16/03 16:00
yl2,51.75370694,-115.5529097,1644,5/16/03 14:00
yl2,51.74745583,-115.5519042,1615,5/16/03 8:00
yl2,51.74261972,-115.5605889,1600,5/16/03 6:00
yl2,51.74122917,-115.5605286,1609,5/16/03 4:00
yl2,51.74120389,-115.5606433,1609,5/16/03 2:00
yl2,51.74123889,-115.5606264,1609,5/16/03 0:00
yl2,51.75032722,-115.5523131,1642,5/16/03 10:00
yl2,51.74852583,-115.5516039,1633,5/17/03 20:00
yl2,51.74130444,-115.5454597,1610,5/17/03 0:00
yl2,51.74696333,-115.5466128,1630,5/17/03 22:00
yl2,51.75022444,-115.5570678,1633,5/17/03 18:00
yl2,51.75033306,-115.5569214,1621,5/17/03 16:00
yl2,51.74945528,-115.5621589,1620,5/17/03 14:00
yl2,51.74997583,-115.5635258,1621,5/17/03 12:00
yl2,51.74593472,-115.56683,1620,5/17/03 8:00
yl2,51.73913222,-115.5480417,1606,5/17/03 6:00
yl2,51.74094611,-115.5449783,1606,5/17/03 4:00
yl2,51.74130778,-115.5449878,1610,5/17/03 2:00
yl2,51.74985889,-115.5640758,1617,5/17/03 10:00
yl2,51.74620833,-115.5660936,1622,5/18/03 10:00
yl2,51.74086278,-115.5472831,1620,5/18/03 22:00
yl2,51.74814167,-115.5500911,1621,5/18/03 20:00
yl2,51.7497875,-115.5538608,1621,5/18/03 18:00
yl2,51.75108972,-115.5619781,1621,5/18/03 16:00
yl2,51.74634556,-115.5464906,1629,5/18/03 0:00
yl2,51.74755389,-115.5623408,1621,5/18/03 12:00
yl2,51.74598167,-115.5670944,1622,5/18/03 8:00
yl2,51.74827611,-115.5509572,1623,5/18/03 6:00
yl2,51.74649833,-115.5468875,1623,5/18/03 4:00
yl2,51.74655083,-115.5463494,1628,5/18/03 2:00
yl2,51.75030861,-115.5634428,1621,5/18/03 14:00
yl2,51.74102833,-115.5474231,1620,5/19/03 2:00
yl2,51.74646694,-115.5649306,1622,5/19/03 12:00
yl2,51.7412875,-115.5480011,1609,5/19/03 22:00
yl2,51.74312556,-115.5524972,1622,5/19/03 20:00
yl2,51.74540806,-115.55345,1622,5/19/03 18:00
yl2,51.74700528,-115.5593367,1622,5/19/03 16:00
yl2,51.74606889,-115.5662936,1622,5/19/03 14:00
yl2,51.73743056,-115.5510611,1585,5/19/03 8:00
yl2,51.73837806,-115.5505225,1591,5/19/03 6:00
yl2,51.74032278,-115.5491306,1620,5/19/03 4:00
yl2,51.74550639,-115.5645497,1586,5/19/03 10:00
yl2,51.74093972,-115.5473372,1620,5/19/03 0:00
yl2,51.74388917,-115.5528369,1641,5/20/03 20:00
yl2,51.73998806,-115.5486661,1602,5/20/03 22:00
yl2,51.74336694,-115.5501792,1641,5/20/03 18:00
yl2,51.74823444,-115.5501361,1641,5/20/03 16:00
yl2,51.74871083,-115.5504039,1649,5/20/03 14:00
yl2,51.75049167,-115.5504403,1649,5/20/03 12:00
yl2,51.74846583,-115.5492675,1634,5/20/03 8:00
yl2,51.74632944,-115.5461736,1634,5/20/03 6:00
yl2,51.74087444,-115.5490239,1609,5/20/03 4:00
yl2,51.74092194,-115.5489408,1609,5/20/03 2:00
yl2,51.74122972,-115.5480064,1609,5/20/03 0:00
yl2,51.74915833,-115.5495964,1647,5/20/03 10:00
yl2,51.73491694,-115.5503914,1598,5/21/03 8:00
yl2,51.73297139,-115.5611083,1561,5/21/03 20:00
yl2,51.73337889,-115.5667969,1561,5/21/03 18:00
yl2,51.73343667,-115.5691189,1561,5/21/03 16:00
yl2,51.73055361,-115.5692569,1545,5/21/03 14:00
yl2,51.74151111,-115.5511608,1605,5/21/03 0:00
yl2,51.73315111,-115.5554944,1545,5/21/03 10:01
yl2,51.73564972,-115.5513128,1603,5/21/03 6:00
yl2,51.74133472,-115.5513831,1605,5/21/03 4:00
yl2,51.74154583,-115.5512369,1606,5/21/03 2:01
yl2,51.73460111,-115.546095,1560,5/21/03 22:00
yl2,51.73019139,-115.5692386,1545,5/21/03 12:00
yl2,51.73797528,-115.5626836,1606,5/22/03 22:00
